ISTEP,IPOWER,TIME2,DT,PHI,PERIOD,PINTG,POWDK,Net,Program,Doppler,Axial,Radial,CRDL,Coolant,Fuel,Clad,
1,0, 0.50000000E+000, 0.50000000E+000, 0.10000224E+001, 0.67052476E-004, 0.50000538E+000, 0.54682613E-001, 0.20734501E-004, 0.00000000E+000,-0.11415737E-005, 0.00000000E+000, 0.00000000E+000,-0.14591160E-010, 0.21876089E-004, 0.00000000E+000, 0.00000000E+000,
2,0, 0.10000000E+001, 0.50000000E+000, 0.10000614E+001, 0.94779275E-004, 0.10000255E+001, 0.54682689E-001, 0.53817437E-004, 0.00000000E+000,-0.65419705E-005,-0.27250373E-005,-0.13499718E-005, 0.50627931E-010, 0.64434366E-004, 0.00000000E+000, 0.00000000E+000,
3,0, 0.15000000E+001, 0.50000000E+000, 0.10001043E+001, 0.89510686E-004, 0.15000668E+001, 0.54682831E-001, 0.85205290E-004, 0.00000000E+000,-0.15470696E-004,-0.95253173E-005,-0.44823097E-005,-0.38338691E-007, 0.11472195E-003, 0.00000000E+000, 0.00000000E+000,
4,0, 0.20000000E+001, 0.50000000E+000, 0.10001516E+001, 0.99170919E-004, 0.20001306E+001, 0.54683034E-001, 0.11692449E-003, 0.00000000E+000,-0.26326115E-004,-0.18375455E-004,-0.95574326E-005,-0.24662215E-006, 0.17143011E-003, 0.00000000E+000, 0.00000000E+000,
5,0, 0.25000000E+001, 0.50000000E+000, 0.10001954E+001, 0.84087524E-004, 0.25002175E+001, 0.54683291E-001, 0.14157473E-003, 0.00000000E+000,-0.38435949E-004,-0.28414053E-004,-0.15943819E-004,-0.80961877E-006, 0.22517817E-003, 0.00000000E+000, 0.00000000E+000,
6,0, 0.30000000E+001, 0.50000000E+000, 0.10002351E+001, 0.75115716E-004, 0.30003253E+001, 0.54683584E-001, 0.16021015E-003, 0.00000000E+000,-0.50260458E-004,-0.38537794E-004,-0.22818211E-004,-0.19018083E-005, 0.27372842E-003, 0.00000000E+000, 0.00000000E+000,
7,0, 0.35000000E+001, 0.50000000E+000, 0.10002689E+001, 0.61699847E-004, 0.35004515E+001, 0.54683901E-001, 0.17217361E-003, 0.00000000E+000,-0.61208310E-004,-0.47791865E-004,-0.29492429E-004,-0.36738471E-005, 0.31434006E-003, 0.00000000E+000, 0.00000000E+000,
8,0, 0.40000000E+001, 0.50000000E+000, 0.10002970E+001, 0.50712609E-004, 0.40005931E+001, 0.54684229E-001, 0.17870354E-003, 0.00000000E+000,-0.70732274E-004,-0.55820051E-004,-0.35445862E-004,-0.62274145E-005, 0.34692914E-003, 0.00000000E+000, 0.00000000E+000,
9,0, 0.45000000E+001, 0.50000000E+000, 0.10003188E+001, 0.37070474E-004, 0.45007473E+001, 0.54684556E-001, 0.17967802E-003, 0.00000000E+000,-0.78655432E-004,-0.62389136E-004,-0.40367200E-004,-0.96078981E-005, 0.37069768E-003, 0.00000000E+000, 0.00000000E+000,
10,0, 0.50000000E+001, 0.50000000E+000, 0.10003343E+001, 0.24857962E-004, 0.50009108E+001, 0.54684874E-001, 0.17596559E-003, 0.00000000E+000,-0.84799248E-004,-0.67427835E-004,-0.44099889E-004,-0.13814654E-004, 0.38610722E-003, 0.00000000E+000, 0.00000000E+000,
11,0, 0.55000000E+001, 0.50000000E+000, 0.10003434E+001, 0.11793056E-004, 0.55010805E+001, 0.54685173E-001, 0.16782181E-003, 0.00000000E+000,-0.89169758E-004,-0.70909118E-004,-0.46610378E-004,-0.18806024E-004, 0.39331709E-003, 0.00000000E+000, 0.00000000E+000,
12,0, 0.60000000E+001, 0.50000000E+000, 0.10003464E+001,-0.82864162E-007, 0.60012531E+001, 0.54685446E-001, 0.15598705E-003, 0.00000000E+000,-0.91779929E-004,-0.72894671E-004,-0.47967895E-004,-0.24510033E-004, 0.39313958E-003, 0.00000000E+000, 0.00000000E+000,
13,0, 0.65000000E+001, 0.50000000E+000, 0.10003436E+001,-0.11602874E-004, 0.65014258E+001, 0.54685689E-001, 0.14096602E-003, 0.00000000E+000,-0.92740399E-004,-0.73474865E-004,-0.48278590E-004,-0.30830999E-004, 0.38629087E-003, 0.00000000E+000, 0.00000000E+000,
14,0, 0.70000000E+001, 0.50000000E+000, 0.10003353E+001,-0.21838252E-004, 0.70015957E+001, 0.54685895E-001, 0.12346201E-003, 0.00000000E+000,-0.92175794E-004,-0.72792000E-004,-0.47696943E-004,-0.37657771E-004, 0.37378452E-003, 0.00000000E+000, 0.00000000E+000,
